regiao,nome_vendedor,nome_produto,total_vendas_brl,quantidade_vendida
Sudeste,Fernanda Silveira,Cadeira de Escritório Ergonômica,465980.81,394
Sudeste,Caio Mendes,Armário Multiuso,464454.75,119
Sudeste,Igor Carvalho,Cômoda 4 Gavetas,464440.33,161
Sudeste,Fernanda Silveira,Teclado Mecânico RGB,464067.0,662
Sudeste,Denise Ramos,Smartwatch Esportivo,462530.89,164
Sudeste,Igor Carvalho,Câmera Digital Profissional,460896.01,97
Sudeste,Kleber Esteves,Barraca de Camping 4 Pessoas,460192.01,980
Sudeste,Denise Ramos,Geladeira Frost Free,457500.39,127
Sudeste,Caio Mendes,Cadeira de Escritório Ergonômica,457332.74,451
Sudeste,Fernanda Silveira,Kit Lâmpadas LED Inteligentes,456920.25,94
Sudeste,Igor Carvalho,Fone de Ouvido Bluetooth,456157.7,116
Sudeste,Elias Barbosa,Abajur de Chão Decorativo,456076.34,50
Sudeste,Elias Barbosa,Mangueira de Jardim Flexível,455698.26,163
Sudeste,Kleber Esteves,Alarme Automotivo,454141.51,70
Sudeste,Fernanda Silveira,"Monitor Gamer 27""",453915.63,1010
Sudeste,Caio Mendes,Esmerilhadeira Angular,453266.36,175
Sudeste,Janaína Dantas,Aspirador de Pó Robô,450921.60000000003,172
Sudeste,Bruna Lima,Air Fryer 4L,450467.18,312
Sudeste,Fernanda Silveira,Panela de Pressão Elétrica,449901.09,274
Sudeste,Bruna Lima,Mesa de Centro Moderna,449477.98,82
Sudeste,Caio Mendes,Cozinha Compacta,449397.81,169
Sudeste,Igor Carvalho,Serra Elétrica Circular,449289.13,104
Sudeste,Guilherme Alves,Lixadeira Orbital,448742.5,510
Sudeste,Fernanda Silveira,Balança Digital Bioimpedância,448543.3,135
Sudeste,Elias Barbosa,Smartwatch Esportivo,448018.71,221
Sudeste,Denise Ramos,Furadeira de Impacto,447661.88,172
Sudeste,Elias Barbosa,Corda de Escalada,447513.25,2172
Sudeste,Kleber Esteves,Drone com Câmera 4K,447354.32,197
Sudeste,Janaína Dantas,Faqueiro Inox 24 Peças,447024.08,382
Sudeste,Elias Barbosa,Cooktop 5 Bocas,443937.33999999997,134
Sudeste,Igor Carvalho,Barbeador Elétrico,443465.08,128
Sudeste,Janaína Dantas,Câmera de Ré para Carro,443156.86,125
Sudeste,Denise Ramos,Fone de Ouvido Bluetooth,442482.31,119
Sudeste,Guilherme Alves,Cadeira de Escritório Ergonômica,440610.74,489
Sudeste,Guilherme Alves,Mesa de Jantar 4 Cadeiras,440390.70999999996,142
Sudeste,Guilherme Alves,Barraca de Camping 4 Pessoas,440384.31,846
Sudeste,Guilherme Alves,Roçadeira a Gasolina,438954.13,293
Sudeste,Guilherme Alves,Fone de Ouvido Bluetooth,438843.29000000004,132
Sudeste,Denise Ramos,Batedeira Planetária,437729.3,55
Sudeste,Janaína Dantas,Capacete de Moto Esportivo,436475.2,173
Sudeste,Caio Mendes,Travesseiro de Espuma Viscoelástica,435336.83999999997,666
Sudeste,Elias Barbosa,Câmera Digital Profissional,434893.11,88
Sudeste,Elias Barbosa,Barbeador Elétrico,433852.5,97
Sudeste,Bruna Lima,Cafeteira Expresso,433847.33,111
Sudeste,Elias Barbosa,Drone com Câmera 4K,431476.82,193
Sudeste,Igor Carvalho,Roçadeira a Gasolina,431361.07,337
Sudeste,Heloísa Britto,Microfone Condensador USB,430816.35,565
Sudeste,Heloísa Britto,Cadeira de Escritório Ergonômica,428163.98,405
Sudeste,Fernanda Silveira,Barraca de Camping 4 Pessoas,425072.12,960
Sudeste,Guilherme Alves,Jaqueta Motoqueiro Couro,424375.81,171
Sudeste,Bruna Lima,Caixa de Som Portátil,424274.84,317
Sudeste,Guilherme Alves,Caixa de Som Portátil,423016.94,223
Sudeste,Elias Barbosa,Pistola de Pintura Elétrica,422344.25,55
Sudeste,Igor Carvalho,Panela de Pressão Elétrica,421735.16000000003,310
Sudeste,Denise Ramos,Aspirador de Pó Robô,421476.15,161
Sudeste,Elias Barbosa,Lavadora de Alta Pressão,420972.35,224
Sudeste,Janaína Dantas,Alarme Automotivo,420567.77,65
Sudeste,Caio Mendes,Central Multimídia Android,419933.54,230
Sudeste,Elias Barbosa,Tábua de Passar Roupa,417762.35000000003,221
Sudeste,Guilherme Alves,Travesseiro de Espuma Viscoelástica,416216.96,706
Sudeste,Elias Barbosa,Alarme Automotivo,415392.43999999994,69
Sudeste,Janaína Dantas,Webcam Full HD,415259.11,67
Sudeste,Fernanda Silveira,Mangueira de Jardim Flexível,414430.42,150
Sudeste,Denise Ramos,Lixadeira Orbital,413619.41,643
Sudeste,Heloísa Britto,Ferro de Passar a Vapor,412628.73000000004,72
Sudeste,Janaína Dantas,Furadeira de Impacto,412042.75,194
Sudeste,Janaína Dantas,Barbeador Elétrico,411247.4,84
Sudeste,Heloísa Britto,Mouse Gamer Óptico,410172.25,62
Sudeste,Fernanda Silveira,Polidor de Carro Elétrico,409660.68,132
Sudeste,Janaína Dantas,Tapete Geométrico,408838.19,76
Sudeste,Heloísa Britto,Central Multimídia Android,408825.66000000003,196
Sudeste,Guilherme Alves,Kit Sobrevivência Aventura,408468.42,996
Sudeste,Caio Mendes,Forno Microondas Digital,406999.77,139
Sudeste,Bruna Lima,Lixadeira Orbital,406662.24,531
Sudeste,Caio Mendes,Banco de Jardim de Madeira,404910.31,77
Sudeste,Kleber Esteves,Câmera de Ré para Carro,400407.68,112
Sudeste,Denise Ramos,Mesa de Jantar 4 Cadeiras,399416.1,199
Sudeste,Fernanda Silveira,Purificador de Água,399348.08,152
Sudeste,Fernanda Silveira,Máquina de Costura Doméstica,399188.04,87
Sudeste,Denise Ramos,Capa de Carro Protetora,398897.29000000004,308
Sudeste,Bruna Lima,Teclado Mecânico RGB,398709.23,668
Sudeste,Denise Ramos,Panela de Pressão Elétrica,397536.12,289
Sudeste,Denise Ramos,Impressora Multifuncional,395774.44999999995,158
Sudeste,Kleber Esteves,Roçadeira a Gasolina,395249.99,216
Sudeste,Denise Ramos,Central Multimídia Android,393574.39,212
Sudeste,Fernanda Silveira,Fechadura Digital Biométrica,393127.33999999997,151
Sudeste,Janaína Dantas,Teclado Mecânico RGB,389890.41,552
Sudeste,Janaína Dantas,Kit Sobrevivência Aventura,389679.18,851
Sudeste,Bruna Lima,Capa de Carro Protetora,386832.41,307
Sudeste,Caio Mendes,Aspirador de Pó Robô,386614.7,148
Sudeste,Janaína Dantas,Máquina de Costura Doméstica,386285.24,81
Sudeste,Heloísa Britto,Air Fryer 4L,385869.82,324
Sudeste,Igor Carvalho,Guarda-Roupa Casal,385323.62,63
Sudeste,Caio Mendes,Cooktop 5 Bocas,383966.9,119
Sudeste,Denise Ramos,Esmerilhadeira Angular,382753.85000000003,210
Sudeste,Kleber Esteves,Corda de Escalada,382185.63,2054
Sudeste,Caio Mendes,Abajur de Chão Decorativo,381366.66,44
Sudeste,Caio Mendes,Liquidificador Turbo,379338.98000000004,68
Sudeste,Bruna Lima,Pipoca Elétrica,379155.24,393
Sudeste,Janaína Dantas,Notebook Gamer G300,378862.31,111
Sudeste,Caio Mendes,Tábua de Passar Roupa,378558.41,120
Sudeste,Heloísa Britto,Corda de Escalada,377810.33,1831
Sudeste,Bruna Lima,Abajur de Chão Decorativo,376993.69,43
Sudeste,Heloísa Britto,Lixadeira Orbital,375967.02,376
Sudeste,Fernanda Silveira,Faqueiro Inox 24 Peças,374602.33999999997,304
Sudeste,Caio Mendes,Purificador de Água,374414.87,185
Sudeste,Kleber Esteves,Impressora Multifuncional,374146.89,112
Sudeste,Guilherme Alves,Corda de Escalada,370809.59,1699
Sudeste,Janaína Dantas,Capa de Carro Protetora,370446.79,342
Sudeste,Igor Carvalho,Travesseiro de Espuma Viscoelástica,368504.93,620
Sudeste,Kleber Esteves,Cadeira de Escritório Ergonômica,367774.47,372
Sudeste,Denise Ramos,Assadeira de Vidro,367099.89999999997,100
Sudeste,Igor Carvalho,Mangueira de Jardim Flexível,366828.5,129
Sudeste,Igor Carvalho,Barraca de Camping 4 Pessoas,365971.69,769
Sudeste,Igor Carvalho,Kit Sobrevivência Aventura,363888.04000000004,873
Sudeste,Bruna Lima,Central Multimídia Android,362878.43,164
Sudeste,Bruna Lima,Furadeira de Impacto,361616.56,219
Sudeste,Heloísa Britto,Capacete de Moto Esportivo,360120.0,97
Sudeste,Denise Ramos,Balança Digital Bioimpedância,357578.08,95
Sudeste,Guilherme Alves,Bomba Submersa,357319.73,70
Sudeste,Denise Ramos,Air Fryer 4L,357171.02,330
Sudeste,Bruna Lima,Forno Microondas Digital,356946.77,114
Sudeste,Elias Barbosa,Cadeira de Escritório Ergonômica,356819.24,308
Sudeste,Heloísa Britto,Guarda-Roupa Casal,356598.5,58
Sudeste,Fernanda Silveira,Smartwatch Esportivo,356354.58,111
Sudeste,Janaína Dantas,Fechadura Digital Biométrica,353985.05999999994,101
Sudeste,Denise Ramos,Echo Dot 4ª Geração,352953.0,138
Sudeste,Janaína Dantas,Impressora Multifuncional,351914.14999999997,131
Sudeste,Fernanda Silveira,Capacete de Moto Esportivo,351159.6,97
Sudeste,Guilherme Alves,Mesa de Centro Moderna,349485.85,63
Sudeste,Fernanda Silveira,Aspirador de Água e Pó,348347.21,84
Sudeste,Elias Barbosa,Máquina de Lavar 12kg,347964.95999999996,59
Sudeste,Guilherme Alves,Armário Multiuso,345433.51,62
Sudeste,Guilherme Alves,Impressora Multifuncional,344170.91,122
Sudeste,Caio Mendes,Kit Limpeza Automotiva,343209.33999999997,4088
Sudeste,Igor Carvalho,Lixadeira Orbital,342048.39,343
Sudeste,Fernanda Silveira,Geladeira Frost Free,342006.92,97
Sudeste,Janaína Dantas,Liquidificador Turbo,340584.86,78
Sudeste,Fernanda Silveira,Sensor de Estacionamento,340513.89,67
Sudeste,Caio Mendes,Cantil Térmico,339855.18999999994,75
Sudeste,Fernanda Silveira,Forno Microondas Digital,337829.63999999996,109
Sudeste,Elias Barbosa,Banco de Jardim de Madeira,337236.61,140
Sudeste,Heloísa Britto,Lava-Louças Compacta,337085.56,397
Sudeste,Kleber Esteves,Armário Multiuso,336841.73,96
Sudeste,Kleber Esteves,Sofá 3 Lugares Reclinável,336471.05,355
Sudeste,Guilherme Alves,Sanduicheira Grill,336361.94,106
Sudeste,Bruna Lima,Torneira Gourmet Flexível,336313.14999999997,2076
Sudeste,Heloísa Britto,Banco de Jardim de Madeira,334167.14,69
Sudeste,Elias Barbosa,Cozinha Compacta,334057.23,124
Sudeste,Guilherme Alves,Luvas de Proteção Moto,333471.61,136
Sudeste,Janaína Dantas,Projetor Portátil,332673.53,61
Sudeste,Caio Mendes,Impressora Multifuncional,332042.17,118
Sudeste,Fernanda Silveira,Câmera de Ré para Carro,331991.39,114
Sudeste,Bruna Lima,Faqueiro Inox 24 Peças,331732.4,273
Sudeste,Janaína Dantas,Forno Microondas Digital,330551.78,85
Sudeste,Fernanda Silveira,Roteador Wi-Fi 6,329685.22,74
Sudeste,Elias Barbosa,Torneira Gourmet Flexível,329622.6,2044
Sudeste,Elias Barbosa,Central Multimídia Android,328398.96,193
Sudeste,Fernanda Silveira,Caixa de Som Portátil,327834.49,177
Sudeste,Janaína Dantas,Corda de Escalada,325630.93,1532
Sudeste,Denise Ramos,Mesa de Centro Moderna,325019.75,61
Sudeste,Caio Mendes,Filtro de Barro Tradicional,321612.89,197
Sudeste,Kleber Esteves,Assadeira de Vidro,318234.67,66
Sudeste,Guilherme Alves,Air Fryer 4L,316343.54,220
Sudeste,Denise Ramos,Mangueira de Jardim Flexível,315723.52,104
Sudeste,Igor Carvalho,Ar Condicionado Split 9000 BTUs,314287.01,113
Sudeste,Kleber Esteves,Air Fryer 4L,310462.1,219
Sudeste,Janaína Dantas,Kit Limpeza Automotiva,310015.14,4616
Sudeste,Denise Ramos,Kit de Jardinagem,309745.73,619
Sudeste,Caio Mendes,Sensor de Estacionamento,308772.77,78
Sudeste,Guilherme Alves,Sofá 3 Lugares Reclinável,307596.62,329
Sudeste,Caio Mendes,Botas de Moto Impermeáveis,306148.05000000005,159
Sudeste,Kleber Esteves,Travesseiro de Espuma Viscoelástica,304740.94,462
Sudeste,Guilherme Alves,Lavadora de Alta Pressão,302344.15,135
Sudeste,Heloísa Britto,Câmera Digital Profissional,301269.66000000003,52
Sudeste,Igor Carvalho,Caixa de Som Portátil,300526.94,215
Sudeste,Heloísa Britto,Kit Sobrevivência Aventura,299147.22,571
Sudeste,Kleber Esteves,Lavadora de Alta Pressão,297810.47000000003,139
Sudeste,Igor Carvalho,Banco de Jardim de Madeira,297539.2,54
Sudeste,Fernanda Silveira,Serra Tico-Tico,297160.04,145
Sudeste,Heloísa Britto,Lavadora de Alta Pressão,296583.65,167
Sudeste,Heloísa Britto,Faqueiro Inox 24 Peças,292971.86,294
Sudeste,Janaína Dantas,Botas de Moto Impermeáveis,292938.08,184
Sudeste,Guilherme Alves,Faqueiro Inox 24 Peças,291391.81,192
Sudeste,Bruna Lima,Projetor Portátil,290874.45,70
Sudeste,Heloísa Britto,Torneira Gourmet Flexível,288814.86,2060
Sudeste,Janaína Dantas,Bicicleta Ergométrica,287530.75,28
Sudeste,Kleber Esteves,Lava-Louças Compacta,286764.95,496
Sudeste,Denise Ramos,Lavadora de Alta Pressão,286625.83,172
Sudeste,Igor Carvalho,Lavadora de Alta Pressão,286017.86,202
Sudeste,Elias Barbosa,Filtro de Barro Tradicional,285072.06,104
Sudeste,Denise Ramos,Ferro de Passar a Vapor,283481.24,42
Sudeste,Fernanda Silveira,Corda de Escalada,282809.57,1496
Sudeste,Guilherme Alves,Cantil Térmico,282283.82,71
Sudeste,Elias Barbosa,Lava-Louças Compacta,279679.38,322
Sudeste,Janaína Dantas,Barraca de Camping 4 Pessoas,278491.24,493
Sudeste,Igor Carvalho,Chuveiro Elétrico Digital,275658.62,40
Sudeste,Janaína Dantas,Ferro de Passar a Vapor,273744.65,58
Sudeste,Heloísa Britto,"Monitor Gamer 27""",271885.72,932
Sudeste,Denise Ramos,Banco de Jardim de Madeira,270207.68,51
Sudeste,Caio Mendes,Cafeteira Expresso,270157.51,44
Sudeste,Igor Carvalho,Air Fryer 4L,267490.5,229
Sudeste,Elias Barbosa,Kit Sobrevivência Aventura,263927.58,514
Sudeste,Denise Ramos,Barraca de Camping 4 Pessoas,261168.19,489
Sudeste,Igor Carvalho,Torneira Gourmet Flexível,260174.82,2080
Sudeste,Heloísa Britto,Smartwatch Esportivo,259868.73,88
Sudeste,Caio Mendes,Torneira Gourmet Flexível,257148.7,1654
Sudeste,Bruna Lima,Drone com Câmera 4K,256983.12,131
Sudeste,Fernanda Silveira,Aspirador de Pó Robô,255101.49,134
Sudeste,Caio Mendes,Barbeador Elétrico,252740.81999999998,75
Sudeste,Bruna Lima,Travesseiro de Espuma Viscoelástica,252727.95,462
Sudeste,Guilherme Alves,Kit Limpeza Automotiva,252163.96,2916
Sudeste,Bruna Lima,Kit Limpeza Automotiva,250886.84,3172
Sudeste,Guilherme Alves,Máquina de Lavar 12kg,247968.89,62
Sudeste,Igor Carvalho,Alarme Automotivo,247416.82,35
Sudeste,Denise Ramos,Liquidificador Turbo,246766.99,60
Sudeste,Fernanda Silveira,Central Multimídia Android,245728.62,114
Sudeste,Heloísa Britto,Kit de Jardinagem,243561.41999999998,608
Sudeste,Heloísa Britto,Câmera de Ré para Carro,227464.11,79
Sudeste,Guilherme Alves,Ferro de Passar a Vapor,226435.59,40
Sudeste,Igor Carvalho,Jaqueta Motoqueiro Couro,224018.55,150
Sudeste,Heloísa Britto,Barraca de Camping 4 Pessoas,220649.83000000002,453
Sudeste,Kleber Esteves,Fone de Ouvido Bluetooth,218034.09,75
Sudeste,Guilherme Alves,Torneira Gourmet Flexível,215957.24,1586
Sudeste,Igor Carvalho,Echo Dot 4ª Geração,212005.32,63
Sudeste,Igor Carvalho,Geladeira Frost Free,211417.02000000002,70
Sudeste,Bruna Lima,Corda de Escalada,209749.33000000002,867
Sudeste,Elias Barbosa,Faqueiro Inox 24 Peças,208969.31,146
Sudeste,Fernanda Silveira,Furadeira de Impacto,207587.14,82
Sudeste,Kleber Esteves,Banco de Jardim de Madeira,206459.3,53
Sudeste,Elias Barbosa,Kit Limpeza Automotiva,204034.01,2951
Sudeste,Denise Ramos,Faqueiro Inox 24 Peças,201271.37,168
Sudeste,Caio Mendes,Roçadeira a Gasolina,201021.24,145
Sudeste,Igor Carvalho,"Monitor Gamer 27""",200759.97999999998,586
Sudeste,Heloísa Britto,Kit Limpeza Automotiva,200220.02,2648
Sudeste,Kleber Esteves,Kit Limpeza Automotiva,200042.76,2557
Sudeste,Fernanda Silveira,Torneira Gourmet Flexível,198366.94999999998,1435
Sudeste,Igor Carvalho,Corda de Escalada,197854.88,1117
Sudeste,Elias Barbosa,Polidor de Carro Elétrico,190716.09,48
Sudeste,Elias Barbosa,Ar Condicionado Split 9000 BTUs,189764.25,87
Sudeste,Bruna Lima,Câmera Digital Profissional,181008.94,31
Sudeste,Denise Ramos,Kit Limpeza Automotiva,180473.94,2330
Sudeste,Heloísa Britto,Roçadeira a Gasolina,176477.36,141
Sudeste,Fernanda Silveira,Kit Limpeza Automotiva,173824.33000000002,1996
Sudeste,Igor Carvalho,Calça Jeans Motoqueiro,173451.9,21
Sudeste,Janaína Dantas,Central Multimídia Android,159013.87,76
Sudeste,Kleber Esteves,Geladeira Frost Free,155446.35,66
Sudeste,Heloísa Britto,Ar Condicionado Split 9000 BTUs,132814.86,67
Sudeste,Kleber Esteves,Torneira Gourmet Flexível,112894.85999999999,677
Sudeste,Bruna Lima,Trena a Laser,102636.6,32
Sudeste,Igor Carvalho,Kit Limpeza Automotiva,82852.52,1459
Sul,Kleber Esteves,Abajur de Chão Decorativo,2286755.61,284
Sul,Guilherme Alves,Saco de Dormir Ultraleve,2254108.34,250
Sul,Igor Carvalho,Batedeira Planetária,2153510.37,223
Sul,Guilherme Alves,Chaleira Elétrica,2003941.04,288
Sul,Janaína Dantas,Pistola de Pintura Elétrica,1892398.1400000001,199
Sul,Fernanda Silveira,Pistola de Pintura Elétrica,1818693.73,189
Sul,Kleber Esteves,Cafeteira Expresso,1722279.98,275
Sul,Elias Barbosa,Lanterna Tática LED,1719744.84,669
Sul,Fernanda Silveira,Abajur de Chão Decorativo,1712506.4,190
Sul,Caio Mendes,Ventilador de Torre,1652031.53,133
Sul,Heloísa Britto,Ventilador de Torre,1649655.3599999999,134
Sul,Kleber Esteves,Liquidificador Turbo,1638103.97,317
Sul,Guilherme Alves,Abajur de Chão Decorativo,1582256.3499999999,171
Sul,Elias Barbosa,Bicicleta Ergométrica,1536313.23,206
Sul,Bruna Lima,Ventilador de Torre,1526716.46,126
Sul,Bruna Lima,Sanduicheira Elétrica,1512077.48,249
Sul,Bruna Lima,Abajur de Chão Decorativo,1469855.23,191
Sul,Heloísa Britto,Mouse Gamer Óptico,1467942.64,225
Sul,Heloísa Britto,Mesa de Jantar 4 Cadeiras,1455411.57,459
Sul,Caio Mendes,Bússola Profissional,1446491.59,1448
Sul,Bruna Lima,Pistola de Pintura Elétrica,1426814.86,172
Sul,Bruna Lima,Lanterna Tática LED,1416331.74,596
Sul,Elias Barbosa,Liquidificador Turbo,1403459.84,270
Sul,Bruna Lima,Vaso Sanitário com Caixa Acoplada,1400178.71,122
Sul,Fernanda Silveira,Lanterna Tática LED,1373890.0899999999,597
Sul,Janaína Dantas,Roteador Wi-Fi 6,1368787.14,320
Sul,Heloísa Britto,Bicicleta Ergométrica,1365668.61,134
Sul,Guilherme Alves,Ventilador de Torre,1362281.83,114
Sul,Heloísa Britto,Roteador Wi-Fi 6,1356361.88,342
Sul,Kleber Esteves,Tapete Geométrico,1356096.87,220
Sul,Caio Mendes,Aspirador de Água e Pó,1351659.03,264
Sul,Denise Ramos,Bússola Profissional,1330214.54,1367
Sul,Fernanda Silveira,Calça Jeans Motoqueiro,1322532.45,169
Sul,Igor Carvalho,Ventilador de Torre,1321984.18,136
Sul,Heloísa Britto,Calça Jeans Motoqueiro,1316782.35,196
Sul,Heloísa Britto,Motor de Popa,1306638.95,166
Sul,Igor Carvalho,Serra Tico-Tico,1298716.66,733
Sul,Guilherme Alves,Lanterna Tática LED,1297597.38,540
Sul,Kleber Esteves,Saco de Dormir Ultraleve,1287327.32,149
Sul,Igor Carvalho,Máquina de Lavar 12kg,1286969.16,211
Sul,Kleber Esteves,Fechadura Digital Biométrica,1283992.3900000001,314
Sul,Kleber Esteves,Ventilador de Torre,1276584.03,124
Sul,Denise Ramos,GPS Automotivo,1269542.3,277
Sul,Fernanda Silveira,Cafeteira Expresso,1261376.48,217
Sul,Janaína Dantas,Bússola Profissional,1259173.8900000001,1134
Sul,Guilherme Alves,Roteador Wi-Fi 6,1254274.1400000001,287
Sul,Fernanda Silveira,Banco de Jardim de Madeira,1254172.75,239
Sul,Denise Ramos,Calça Jeans Motoqueiro,1253199.04,193
Sul,Fernanda Silveira,Alarme Automotivo,1250524.75,203
Sul,Igor Carvalho,Bicicleta Ergométrica,1248177.6400000001,127
Sul,Heloísa Britto,Sanduicheira Elétrica,1246161.27,226
Sul,Caio Mendes,Aspirador de Pó Robô,1239058.64,474
Sul,Elias Barbosa,Abajur de Chão Decorativo,1236194.56,128
Sul,Heloísa Britto,Guarda-Roupa Casal,1234857.9,204
Sul,Elias Barbosa,Pistola de Pintura Elétrica,1231096.16,157
Sul,Elias Barbosa,Roteador Wi-Fi 6,1224269.26,335
Sul,Fernanda Silveira,Saco de Dormir Ultraleve,1217027.52,136
Sul,Bruna Lima,Guarda-Roupa Casal,1207637.78,193
Sul,Fernanda Silveira,Luvas de Proteção Moto,1205303.48,283
Sul,Fernanda Silveira,Aspirador de Pó Robô,1203626.35,483
Sul,Heloísa Britto,Echo Dot 4ª Geração,1202818.37,352
Sul,Janaína Dantas,Trena a Laser,1199677.54,240
Sul,Janaína Dantas,GPS Automotivo,1198732.3900000001,321
Sul,Heloísa Britto,Drone com Câmera 4K,1198642.12,441
Sul,Kleber Esteves,Serra Elétrica Circular,1194425.24,234
Sul,Janaína Dantas,Batedeira Planetária,1193973.54,147
Sul,Kleber Esteves,Calça Jeans Motoqueiro,1191946.89,148
Sul,Janaína Dantas,Motor de Popa,1181649.1600000001,155
Sul,Igor Carvalho,Webcam Full HD,1172181.6500000001,185
Sul,Igor Carvalho,Projetor Portátil,1168146.68,245
Sul,Igor Carvalho,Roteador Wi-Fi 6,1167216.8,301
Sul,Denise Ramos,Câmera Digital Profissional,1156230.3,205
Sul,Guilherme Alves,Mouse Gamer Óptico,1144308.46,200
Sul,Fernanda Silveira,Roteador Wi-Fi 6,1140641.1199999999,299
Sul,Igor Carvalho,Câmera Digital Profissional,1138593.91,213
Sul,Guilherme Alves,Pneu Aro 16,1136789.6199999999,295
Sul,Guilherme Alves,Fechadura Digital Biométrica,1135526.89,239
Sul,Fernanda Silveira,Tapete Geométrico,1134066.32,196
Sul,Guilherme Alves,Caixa de Som Portátil,1132908.69,680
Sul,Elias Barbosa,Vaso Sanitário com Caixa Acoplada,1127379.5899999999,105
Sul,Heloísa Britto,Tapete Geométrico,1124358.49,189
Sul,Igor Carvalho,Drone com Câmera 4K,1119870.27,386
Sul,Igor Carvalho,Serra Elétrica Circular,1112286.8,225
Sul,Fernanda Silveira,Cozinha Compacta,1109872.87,439
Sul,Kleber Esteves,Kit Ferramentas Completo,1107226.52,258
Sul,Kleber Esteves,Ferro de Passar a Vapor,1105601.87,176
Sul,Denise Ramos,Luvas de Proteção Moto,1105077.03,270
Sul,Elias Barbosa,Capa de Carro Protetora,1100745.79,1082
Sul,Denise Ramos,Serra Elétrica Circular,1083299.6400000001,193
Sul,Denise Ramos,Capacete de Moto Esportivo,1080053.12,293
Sul,Igor Carvalho,GPS Automotivo,1079998.07,269
Sul,Denise Ramos,Lava-Louças Compacta,1077285.56,1280
Sul,Kleber Esteves,Chaleira Elétrica,1075474.61,157
Sul,Fernanda Silveira,Fechadura Digital Biométrica,1075230.81,263
Sul,Bruna Lima,Roteador Wi-Fi 6,1070458.43,253
Sul,Janaína Dantas,Kit Lâmpadas LED Inteligentes,1062489.54,214
Sul,Igor Carvalho,Pistola de Pintura Elétrica,1062212.88,135
Sul,Denise Ramos,Vaso Sanitário com Caixa Acoplada,1061100.93,92
Sul,Denise Ramos,Pistola de Pintura Elétrica,1058953.73,110
Sul,Elias Barbosa,Serra Elétrica Circular,1057261.53,216
Sul,Bruna Lima,Pipoca Elétrica,1056478.01,1129
Sul,Janaína Dantas,Liquidificador Turbo,1055912.71,220
Sul,Caio Mendes,Motor de Popa,1055462.69,175
Sul,Elias Barbosa,Ferro de Passar a Vapor,1053537.72,129
Sul,Janaína Dantas,Echo Dot 4ª Geração,1049836.6400000001,301
Sul,Denise Ramos,Mesa de Jantar 4 Cadeiras,1049408.49,420
Sul,Bruna Lima,Bicicleta Ergométrica,1048934.5,133
Sul,Denise Ramos,Assadeira de Vidro,1048695.8,197
Sul,Guilherme Alves,Tapete Geométrico,1048427.55,158
Sul,Caio Mendes,Tapete Geométrico,1048334.74,156
Sul,Igor Carvalho,Lanterna Tática LED,1046228.39,424
Sul,Heloísa Britto,Kit de Jardinagem,1045739.53,2053
Sul,Kleber Esteves,Barbeador Elétrico,1044844.91,174
Sul,Heloísa Britto,Saco de Dormir Ultraleve,1044368.13,156
Sul,Bruna Lima,Echo Dot 4ª Geração,1041604.3200000001,340
Sul,Fernanda Silveira,GPS Automotivo,1041537.84,298
Sul,Denise Ramos,Sanduicheira Grill,1039453.3099999999,323
Sul,Bruna Lima,Sofá 3 Lugares Reclinável,1039328.76,1192
Sul,Igor Carvalho,Abajur de Chão Decorativo,1035821.97,111
Sul,Denise Ramos,Polidor de Carro Elétrico,1030272.26,240
Sul,Denise Ramos,Mesa de Centro Moderna,1028371.95,204
Sul,Kleber Esteves,Lavadora de Alta Pressão,1023363.94,473
Sul,Denise Ramos,Teclado Mecânico RGB,1023087.98,1720
Sul,Igor Carvalho,Luvas de Proteção Moto,1022562.4199999999,266
Sul,Igor Carvalho,Barbeador Elétrico,1019939.34,153
Sul,Guilherme Alves,Esmerilhadeira Angular,1019923.5499999999,439
Sul,Fernanda Silveira,Bússola Profissional,1019053.5800000001,935
Sul,Kleber Esteves,Sofá 3 Lugares Reclinável,1018244.67,1177
Sul,Guilherme Alves,GPS Automotivo,1018104.93,261
Sul,Igor Carvalho,Headset Gamer Surround,1017846.57,228
Sul,Heloísa Britto,Sanduicheira Grill,1015744.6699999999,297
Sul,Heloísa Britto,Bússola Profissional,1015244.01,988
Sul,Caio Mendes,Calça Jeans Motoqueiro,1009436.91,142
Sul,Denise Ramos,Trena a Laser,1008073.44,179
Sul,Guilherme Alves,Trena a Laser,1007728.5700000001,192
Sul,Bruna Lima,Barbeador Elétrico,1007604.16,155
Sul,Elias Barbosa,Batedeira Planetária,1004650.4299999999,144
Sul,Kleber Esteves,Roteador Wi-Fi 6,1004577.15,244
Sul,Guilherme Alves,Sofá 3 Lugares Reclinável,1003546.6799999999,1200
Sul,Caio Mendes,Saco de Dormir Ultraleve,999569.09,129
Sul,Heloísa Britto,Jaqueta Motoqueiro Couro,997792.95,421
Sul,Heloísa Britto,Faqueiro Inox 24 Peças,995741.44,698
Sul,Elias Barbosa,Motor de Popa,995575.44,158
Sul,Bruna Lima,Serra Elétrica Circular,994110.49,163
Sul,Heloísa Britto,Fechadura Digital Biométrica,993311.63,211
Sul,Denise Ramos,Motor de Popa,992891.77,158
Sul,Denise Ramos,Liquidificador Turbo,991959.98,209
Sul,Heloísa Britto,Batedeira Planetária,991236.98,112
Sul,Denise Ramos,Máquina de Lavar 12kg,990375.26,187
Sul,Elias Barbosa,GPS Automotivo,986422.58,229
